Employee_ID,JOB_ROLE,DAILY_STRESS,WORK_TRAVELS,TEAM_SIZE,DAYS_ABSENT,WEEKLY_EXTRA_HOURS,ACHIEVED_BIG_PROJECTS,EXTRA_HOLIDAYS,BMI_RANGE,TODO_COMPLETED,DAILY_STEPS_IN_THOUSAND,SLEEP_HOURS,LOST_VACATION,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_HOBBY,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
3611,Loan Processor,0,2,5,10,5,2,5,1,10,5,7,0,2,10,10,51 or more,Female,747.2
2940,Risk Analyst,3,4,5,8,10,8,5,1,4,6,8,10,1,9,1,51 or more,Female,676.2
2575,Mortgage Consultant,0,1,2,3,4,1,1,2,3,3,6,2,1,3,1,51 or more,Female,580
588,Risk Analyst,1,1,10,4,2,5,4,2,3,4,6,0,2,1,7,21 to 35,Female,666.9
6860,Bank Teller,2,10,5,10,10,2,1,1,3,9,8,10,2,1,3,21 to 35,Female,683.6
10141,Risk Analyst,4,0,2,2,10,5,1,2,5,8,5,0,2,3,1,51 or more,Female,621.6
10654,Loan Processor,2,5,6,10,6,3,5,2,5,7,5,10,2,4,3,21 to 35,Female,679.2
5068,Investment Banker,5,0,1,6,2,1,0,2,7,4,10,7,1,4,0,21 to 35,Female,572.5
9711,Customer Service,2,5,6,10,6,3,5,2,5,7,5,10,2,4,3,21 to 35,Female,679.2
9330,Bank Teller,2,5,6,10,6,3,5,2,5,7,5,10,2,4,3,21 to 35,Female,679.2
4035,Finance Analyst,2,4,5,3,10,5,5,2,7,9,5,0,2,10,1,51 or more,Female,688.1
4227,Mortgage Consultant,3,2,8,8,10,7,4,1,9,5,7,0,1,4,7,21 to 35,Female,703
15756,Risk Analyst,2,5,6,10,6,3,5,2,5,7,5,10,2,4,3,21 to 35,Female,679.2
7565,Customer Service,1,1,10,4,2,5,4,2,3,4,6,0,2,1,7,21 to 35,Female,666.9
13956,Human Resources,2,1,6,3,4,2,2,1,7,3,7,5,2,3,1,21 to 35,Female,649.9
3176,Mortgage Consultant,2,2,6,3,2,2,2,1,7,1,7,5,2,3,2,21 to 35,Female,642.7
13987,Finance Analyst,2,5,7,5,5,4,5,1,5,10,8,0,1,4,1,21 to 35,Female,677
10052,Investment Banker,5,2,10,10,10,6,5,2,5,6,7,0,2,10,5,36 to 50,Male,693
8533,Credit Analyst,1,3,10,10,10,8,5,1,7,6,7,0,2,10,10,36 to 50,Female,762.7
12944,Investment Banker,2,1,5,2,10,2,2,1,9,4,6,0,2,8,1,36 to 50,Female,682.2
7709,Bank Teller,3,2,10,8,8,5,1,2,8,5,4,6,2,4,4,36 to 50,Male,666.7
2221,Mortgage Consultant,3,5,3,4,5,5,0,2,4,1,6,2,2,6,5,36 to 50,Male,622.1
2534,Human Resources,3,5,3,4,5,5,0,2,4,1,6,2,2,6,5,36 to 50,Male,622.1
1704,Business Analyst,1,5,3,4,4,5,4,2,6,1,8,0,2,0,3,21 to 35,Male,651.4
13924,Human Resources,1,5,3,7,2,1,3,1,4,2,7,3,2,5,2,21 to 35,Male,646.3
14324,Mortgage Consultant,1,1,10,4,2,5,4,2,3,4,6,0,2,1,7,21 to 35,Female,666.9
785,Loan Processor,3,6,5,10,6,1,4,1,2,5,6,2,2,8,0,21 to 35,Female,667.1
4480,Investment Banker,1,1,10,4,2,5,4,2,3,4,6,0,2,1,7,21 to 35,Female,666.9
5072,Investment Banker,5,0,0,10,10,3,5,2,10,5,6,7,2,10,6,21 to 35,Female,650.1
7181,Mortgage Consultant,1,10,4,10,10,10,5,1,1,10,10,0,2,10,4,21 to 35,Female,767.5
3745,Business Analyst,1,6,7,5,10,5,0,1,5,7,7,0,2,10,8,21 to 35,Female,700
9265,Bank Teller,1,2,10,2,10,2,4,1,8,1,5,10,1,9,4,Less than 20,Female,650.8
11762,Risk Analyst,2,10,10,10,10,10,5,1,8,8,7,0,2,10,8,21 to 35,Female,773.3
4413,Customer Service,5,0,0,0,6,3,5,2,4,5,8,6,1,5,1,21 to 35,Male,589.3
2789,Investment Banker,4,4,1,2,4,4,5,2,5,5,5,10,2,2,1,36 to 50,Male,605.7
6523,Investment Banker,1,3,10,10,10,4,2,1,3,2,7,10,2,4,1,36 to 50,Male,688.8
10863,Human Resources,4,3,2,4,5,3,2,1,6,1,7,10,1,2,1,51 or more,Male,595.1
8208,Risk Analyst,5,1,7,8,7,1,1,1,5,7,7,10,2,8,1,36 to 50,Male,652.4
4798,Customer Service,3,10,3,3,4,2,1,2,5,10,7,0,1,5,4,36 to 50,Female,636
5432,Mortgage Consultant,3,7,4,5,3,7,4,2,7,3,7,10,2,7,6,51 or more,Female,660.1
9801,Bank Teller,5,2,4,7,4,4,3,1,3,1,7,10,2,3,1,36 to 50,Male,635.9
14261,Bank Teller,5,0,10,4,10,0,5,1,7,3,10,10,2,3,0,21 to 35,Female,642
9048,Business Analyst,5,5,2,10,9,3,5,1,4,6,6,10,2,1,7,21 to 35,Male,657.1
9133,Customer Service,1,10,10,10,6,3,5,1,8,8,8,0,2,4,4,21 to 35,Female,736.1
3425,Loan Processor,2,0,3,10,10,4,0,1,7,3,6,10,2,6,3,51 or more,Male,641.2
9446,Risk Analyst,2,0,3,10,10,4,0,1,7,3,6,10,2,6,3,51 or more,Male,641.2
13556,Business Analyst,4,1,3,4,10,3,2,2,2,1,5,7,2,5,1,36 to 50,Male,601.5
15050,Finance Analyst,3,1,10,1,5,0,1,1,0,1,6,0,2,0,3,Less than 20,Female,601.7
7199,Human Resources,5,4,10,7,10,6,1,2,3,3,7,10,1,5,3,21 to 35,Female,634.6
2955,Mortgage Consultant,5,4,10,7,10,6,1,2,3,3,7,10,1,5,3,21 to 35,Female,634.6
4914,Finance Analyst,5,1,10,0,8,6,0,2,3,1,8,3,1,2,10,Less than 20,Female,605.5
8732,Mortgage Consultant,1,4,5,3,7,5,1,1,8,4,8,0,2,2,7,Less than 20,Male,701.3
2375,Bank Teller,3,10,4,7,2,6,5,2,5,4,7,0,2,3,3,51 or more,Female,668.8
5155,Credit Analyst,4,3,5,2,4,0,5,2,3,4,6,5,2,7,1,36 to 50,Female,617.6
5223,Loan Processor,1,1,3,3,5,1,1,1,2,6,5,0,2,0,5,Less than 20,Male,621.2
7190,Finance Analyst,1,1,3,3,3,3,3,2,7,1,8,0,1,8,2,51 or more,Female,627.6
13621,Human Resources,3,8,7,4,10,6,3,1,6,9,7,0,2,10,4,Less than 20,Female,720.8
15501,Loan Processor,5,4,10,1,10,2,1,2,2,2,9,7,2,2,6,21 to 35,Female,646.7
12649,Credit Analyst,3,5,6,5,5,0,5,2,2,6,7,10,2,1,2,21 to 35,Female,643.7
689,Credit Analyst,5,10,10,10,10,7,5,1,9,3,5,0,2,10,1,21 to 35,Female,724.3
9365,Investment Banker,3,2,5,5,6,5,4,2,9,8,6,0,1,6,1,36 to 50,Female,662.6
6738,Customer Service,3,10,10,1,6,5,4,1,7,5,6,10,1,4,4,Less than 20,Female,665.4
13422,Human Resources,1,0,0,3,5,1,0,2,6,3,8,5,1,3,1,21 to 35,Male,580.4
207,Risk Analyst,4,3,8,7,9,6,2,2,7,5,9,0,2,8,7,51 or more,Female,706.8
15686,Loan Processor,4,3,8,7,9,6,2,2,7,5,9,0,2,8,7,51 or more,Female,706.8
668,Bank Teller,2,0,2,4,3,2,3,2,3,1,8,5,2,1,1,51 or more,Female,615.7
4676,Loan Processor,4,2,4,10,8,8,5,1,5,6,7,10,2,3,1,21 to 35,Male,659
2092,Risk Analyst,2,3,3,2,10,6,1,1,4,10,8,0,2,10,3,36 to 50,Female,697.4
4929,Loan Processor,3,6,6,10,10,5,5,2,8,3,8,0,2,10,2,51 or more,Male,716.4
1022,Risk Analyst,3,10,3,8,10,4,2,1,6,5,7,5,2,10,5,51 or more,Female,679.2
9150,Human Resources,1,3,8,10,10,6,1,2,8,4,7,0,2,10,4,51 or more,Female,680.7
9771,Customer Service,3,5,7,10,7,4,3,2,5,5,7,4,1,7,0,36 to 50,Female,640.1
15746,Risk Analyst,3,5,7,10,7,4,3,2,5,5,7,4,1,7,0,36 to 50,Female,640.1
4145,Risk Analyst,2,10,5,10,4,7,5,1,7,7,7,5,2,7,2,21 to 35,Male,708.5
9524,Business Analyst,2,10,5,10,4,7,5,1,7,7,7,5,2,7,2,21 to 35,Male,708.5
806,Mortgage Consultant,3,10,10,10,10,10,4,1,7,8,8,0,1,10,8,21 to 35,Female,742.9
15354,Business Analyst,4,7,8,10,10,3,5,1,6,2,5,10,1,3,8,21 to 35,Male,647.6
12606,Business Analyst,5,3,4,3,10,1,3,2,6,5,6,7,1,4,3,21 to 35,Female,602.5
6385,Credit Analyst,1,3,4,2,5,4,2,1,3,5,6,10,1,4,1,36 to 50,Male,595.7
6670,Bank Teller,5,1,2,4,10,3,2,2,5,6,7,10,2,4,1,51 or more,Male,606.3
255,Loan Processor,2,4,7,5,1,0,2,1,4,5,5,0,1,1,2,21 to 35,Female,621
436,Mortgage Consultant,2,4,7,5,1,0,2,1,4,5,5,0,1,1,2,21 to 35,Female,621
9542,Mortgage Consultant,2,10,6,4,6,3,1,1,9,2,7,0,2,10,4,36 to 50,Female,682
9280,Risk Analyst,1,4,2,8,4,2,2,2,6,8,7,5,2,10,4,21 to 35,Female,671.3
8479,Credit Analyst,2,10,10,1,10,3,1,1,3,1,10,1,1,3,3,Less than 20,Female,646.7
10179,Customer Service,2,5,7,5,6,3,2,1,8,10,8,5,2,10,1,36 to 50,Male,680.4
1972,Investment Banker,1,5,3,7,2,1,3,1,4,2,7,3,2,5,2,21 to 35,Male,646.3
5736,Risk Analyst,3,4,8,6,10,8,5,2,8,7,8,0,2,5,3,51 or more,Female,696.8
2702,Mortgage Consultant,4,2,4,1,5,0,0,1,5,1,6,10,1,0,1,21 to 35,Male,600
6501,Finance Analyst,3,10,7,2,10,6,1,1,6,10,9,0,1,7,0,21 to 35,Female,701
11105,Risk Analyst,5,3,2,5,4,5,3,1,10,7,6,0,1,3,4,Less than 20,Female,652.2
7789,Investment Banker,5,0,10,10,0,1,5,1,10,2,5,0,1,5,0,21 to 35,Female,605.1
7915,Business Analyst,3,4,4,7,10,7,2,1,10,8,7,0,1,6,5,21 to 35,Female,690
4579,Human Resources,5,3,9,5,8,6,0,1,6,7,8,10,1,3,0,21 to 35,Female,625.4
6212,Mortgage Consultant,1,5,4,10,10,6,4,2,9,10,7,0,2,10,5,36 to 50,Female,739.7
15075,Loan Processor,0,5,3,3,3,3,2,2,7,4,8,0,2,5,6,51 or more,Male,667.3
1858,Credit Analyst,1,0,6,5,3,7,3,1,7,5,8,0,1,2,7,51 or more,Male,679.4
82,Mortgage Consultant,1,5,3,7,2,1,3,1,4,2,7,3,2,5,2,21 to 35,Male,646.3
4738,Finance Analyst,1,5,5,7,2,0,2,1,0,2,7,2,2,3,3,21 to 35,Male,639.5
1560,Mortgage Consultant,1,5,3,7,2,1,3,1,4,2,7,3,2,5,2,21 to 35,Male,646.3
14146,Human Resources,2,10,9,4,6,8,1,1,10,6,9,0,2,7,4,21 to 35,Female,729.1
3825,Customer Service,2,5,7,7,6,6,4,2,8,10,7,0,2,6,4,51 or more,Female,719.3
5826,Business Analyst,0,10,1,3,1,3,5,2,4,3,7,0,2,5,4,51 or more,Male,661.8
8965,Investment Banker,0,1,2,4,3,10,0,1,6,7,8,0,2,8,4,36 to 50,Male,695.1
9016,Risk Analyst,5,2,3,5,4,4,2,1,10,5,8,10,1,2,4,21 to 35,Female,638.6
12506,Bank Teller,4,10,5,10,5,10,1,1,6,10,6,3,2,6,3,36 to 50,Male,710.6
15773,Business Analyst,3,5,3,3,3,5,2,1,10,2,7,0,2,10,8,36 to 50,Female,676.9
427,Credit Analyst,3,10,7,10,5,8,5,1,10,8,7,0,2,6,7,51 or more,Female,756.3
5807,Mortgage Consultant,2,10,7,6,7,8,5,2,10,1,8,0,2,8,2,51 or more,Female,702.4
7044,Customer Service,5,3,4,10,10,6,1,1,6,6,7,1,2,10,5,36 to 50,Female,674.3
12032,Finance Analyst,3,2,4,7,3,5,2,2,5,2,6,7,2,3,3,Less than 20,Male,625.7
13608,Risk Analyst,5,3,10,10,10,7,5,2,1,10,6,3,2,10,6,21 to 35,Male,712.3
5007,Investment Banker,5,3,4,3,4,3,2,2,7,4,7,0,2,3,3,36 to 50,Female,628
14917,Loan Processor,5,3,10,10,10,7,5,2,1,10,6,3,2,10,6,21 to 35,Male,712.3
3421,Loan Processor,5,3,10,10,10,7,5,2,1,10,6,3,2,10,6,21 to 35,Male,712.3
11765,Bank Teller,2,1,1,2,1,5,5,2,1,5,7,0,2,6,2,51 or more,Female,635
5322,Investment Banker,5,5,4,7,10,7,4,1,9,8,7,3,2,4,1,21 to 35,Female,703.6
15407,Bank Teller,2,1,4,5,8,4,2,1,9,8,9,1,2,4,4,51 or more,Female,690.4
11163,Risk Analyst,3,3,3,10,8,2,3,1,2,6,6,2,2,3,7,21 to 35,Female,658.8
14406,Customer Service,5,3,4,8,7,3,5,2,7,4,8,10,1,10,7,51 or more,Female,662.2
9295,Mortgage Consultant,5,6,5,7,4,6,4,2,9,7,7,0,2,3,1,21 to 35,Male,642.2
15444,Business Analyst,1,4,4,5,7,6,3,2,7,10,7,10,2,9,10,51 or more,Male,705.7
4854,Customer Service,2,1,3,1,10,2,1,2,0,6,6,10,1,2,1,Less than 20,Male,573.8
9930,Bank Teller,1,4,3,9,10,8,4,1,9,6,5,0,2,4,9,36 to 50,Female,730
7073,Bank Teller,2,6,6,3,8,2,1,1,5,6,8,0,2,4,1,36 to 50,Female,667.7
3319,Customer Service,2,1,5,10,10,0,2,2,7,2,7,2,1,6,2,21 to 35,Female,625.9
11219,Loan Processor,0,10,2,6,6,3,3,2,10,10,7,0,2,6,3,51 or more,Female,695.5
14832,Customer Service,2,10,5,3,5,5,1,1,7,2,7,0,2,10,2,51 or more,Female,685.4
4774,Business Analyst,3,5,8,10,6,10,3,2,0,7,8,7,1,10,3,21 to 35,Female,669.6
8636,Credit Analyst,3,7,7,9,5,10,5,1,9,10,7,10,2,8,8,36 to 50,Male,736.3
11390,Risk Analyst,2,7,8,6,5,3,3,2,5,2,7,4,2,5,2,21 to 35,Female,658.2
14634,Bank Teller,0,1,4,4,2,0,0,1,2,1,5,10,2,1,6,Less than 20,Male,606.6
447,Finance Analyst,3,3,6,5,4,1,3,1,7,6,8,0,2,1,1,36 to 50,Female,654.1
5874,Bank Teller,2,5,3,6,2,5,4,2,2,3,2,4,1,7,5,21 to 35,Male,633.6
7678,Mortgage Consultant,3,0,4,4,3,7,1,2,10,2,7,6,2,5,1,36 to 50,Male,639.5
15223,Investment Banker,3,1,7,3,10,2,0,1,2,8,9,3,1,1,1,21 to 35,Female,627.5
13936,Bank Teller,1,4,10,10,10,5,2,2,5,7,8,2,2,10,3,51 or more,Female,691.7
12353,Mortgage Consultant,2,2,2,0,4,4,1,2,7,5,6,0,1,0,0,36 to 50,Female,587.2
1027,Loan Processor,5,2,3,1,5,5,5,1,5,10,7,10,2,3,4,51 or more,Female,659.8
4012,Investment Banker,1,2,10,10,10,5,3,1,10,10,8,10,2,10,4,21 to 35,Female,729.7
7969,Risk Analyst,2,7,4,10,8,4,5,1,8,9,6,3,2,10,10,21 to 35,Male,737.6
12148,Human Resources,3,10,3,2,3,2,4,1,5,10,7,0,2,4,2,51 or more,Female,656.4
11413,Risk Analyst,3,2,7,3,4,2,0,1,7,6,7,9,2,2,1,21 to 35,Male,647.1
4943,Credit Analyst,5,2,2,8,5,2,1,1,0,2,7,5,1,7,3,Less than 20,Female,605.5
6608,Mortgage Consultant,2,4,4,10,10,4,5,1,7,8,8,10,2,3,1,51 or more,Female,686.8
5957,Risk Analyst,3,5,6,6,10,8,5,2,8,10,7,0,2,6,7,51 or more,Male,731.2
7815,Bank Teller,0,10,7,4,6,4,5,2,6,3,9,0,2,6,6,21 to 35,Female,692.8
11803,Human Resources,1,4,4,0,4,2,0,1,8,6,7,0,1,10,8,Less than 20,Male,660.7
10478,Risk Analyst,3,7,6,2,8,7,5,1,6,5,9,0,1,5,6,21 to 35,Female,688.1
5197,Credit Analyst,0,4,2,3,2,1,3,1,7,5,8,0,1,1,3,36 to 50,Female,667.5
11256,Risk Analyst,3,4,4,1,1,4,1,2,3,1,9,5,2,4,2,21 to 35,Male,610.8
774,Human Resources,3,0,6,0,7,0,5,2,6,3,9,0,1,8,1,36 to 50,Male,619.7
13588,Finance Analyst,0,3,2,3,3,2,2,1,4,3,8,0,2,8,2,51 or more,Male,673.9
15924,Customer Service,2,2,9,9,10,5,3,1,7,10,7,2,2,10,1,36 to 50,Female,722.7
1549,Finance Analyst,4,8,6,10,5,3,5,1,4,8,8,0,2,10,6,36 to 50,Male,717.4
450,Investment Banker,5,8,6,7,10,7,4,1,9,10,10,8,1,9,7,Less than 20,Female,709.7
12185,Customer Service,1,10,10,9,10,5,5,1,7,10,8,0,2,10,8,51 or more,Female,767.1
14493,Investment Banker,4,7,10,4,1,3,5,1,6,1,3,10,2,9,0,51 or more,Female,653.8
10252,Bank Teller,1,5,5,5,4,0,1,2,3,2,6,5,2,4,6,36 to 50,Male,627.4
11283,Risk Analyst,5,2,1,8,10,0,2,2,4,10,6,10,2,6,0,21 to 35,Female,593.3
5441,Bank Teller,0,10,8,6,10,8,5,1,7,6,9,0,2,8,7,Less than 20,Female,764.8
14624,Loan Processor,3,0,7,10,5,2,0,1,5,6,8,5,2,8,5,21 to 35,Female,647.3
13182,Investment Banker,3,5,3,1,3,0,0,1,7,5,8,0,1,1,1,Less than 20,Female,611.4
10823,Human Resources,2,5,10,1,3,2,5,2,5,8,7,0,2,3,1,21 to 35,Female,647.5
12802,Investment Banker,1,10,5,5,4,5,5,1,7,10,7,0,2,10,5,51 or more,Male,746.5
81,Bank Teller,2,9,7,6,10,3,4,1,9,10,6,0,2,4,0,51 or more,Female,705.5
636,Credit Analyst,5,1,2,2,1,0,1,1,1,2,6,7,2,4,4,36 to 50,Female,578.1
12370,Bank Teller,1,10,3,1,10,1,1,2,5,1,6,0,2,1,1,36 to 50,Female,623.8
4114,Mortgage Consultant,3,3,3,5,9,0,2,1,7,7,6,0,1,1,0,36 to 50,Female,625
15033,Risk Analyst,1,5,8,10,7,2,1,1,8,6,7,0,2,9,7,51 or more,Female,728.7
5146,Customer Service,1,2,4,1,3,0,3,1,10,1,8,0,2,3,3,21 to 35,Female,668.4
6801,Credit Analyst,1,10,4,3,6,2,4,2,10,8,9,0,2,10,4,36 to 50,Female,704
14618,Customer Service,2,7,3,4,10,8,5,2,8,10,6,0,2,8,1,36 to 50,Female,707.2
2824,Customer Service,1,10,3,10,4,3,0,1,10,5,8,0,2,10,6,36 to 50,Male,686.2
9830,Investment Banker,1,10,3,10,4,3,0,1,10,5,8,0,2,10,6,36 to 50,Male,686.2
12616,Credit Analyst,4,1,9,6,2,4,1,1,5,10,6,5,1,0,1,21 to 35,Female,612
4935,Finance Analyst,3,1,7,3,10,2,0,1,2,8,9,3,1,1,1,21 to 35,Female,627.5
12894,Business Analyst,2,2,5,5,4,5,3,1,8,10,7,10,1,5,7,21 to 35,Male,654.7
2839,Customer Service,5,2,2,0,1,2,0,1,1,1,6,0,1,2,0,21 to 35,Male,569.4
7710,Risk Analyst,2,3,5,2,5,4,1,2,3,6,9,7,2,3,0,21 to 35,Female,618.6
9242,Mortgage Consultant,2,10,10,10,10,6,5,1,8,5,8,2,2,10,7,36 to 50,Female,733.8
3106,Bank Teller,5,0,0,5,2,1,5,1,7,6,9,8,2,8,2,36 to 50,Female,640.7
3176,Human Resources,0,10,10,10,10,4,3,2,6,8,8,3,2,10,9,21 to 35,Female,741.2
9443,Mortgage Consultant,1,8,4,3,5,3,2,1,2,6,8,0,2,8,3,21 to 35,Male,684.7
2445,Human Resources,4,2,0,0,0,2,1,2,5,1,4,1,2,7,0,51 or more,Female,594.5
6709,Customer Service,3,5,2,3,1,2,5,2,6,8,8,0,2,5,2,51 or more,Female,661.3
14289,Human Resources,0,2,7,1,5,2,1,1,7,7,7,0,1,10,3,21 to 35,Female,674.5
15843,Customer Service,1,10,4,3,6,2,4,2,10,8,9,0,2,10,4,36 to 50,Female,704
15668,Mortgage Consultant,2,1,4,5,5,4,5,1,6,4,9,8,1,8,4,51 or more,Female,655.6
9221,Mortgage Consultant,2,1,4,5,5,4,5,1,6,4,9,8,1,8,4,51 or more,Female,655.6
8262,Mortgage Consultant,5,4,5,4,8,3,1,2,3,2,6,10,2,4,1,21 to 35,Male,586.6
14070,Bank Teller,5,4,5,7,10,2,5,2,7,4,6,10,2,10,6,51 or more,Male,661.8
984,Bank Teller,4,0,10,5,4,3,1,2,5,5,5,5,2,0,1,21 to 35,Female,595.5
15894,Finance Analyst,5,4,5,7,10,2,5,2,7,4,6,10,2,10,6,51 or more,Male,661.8
12634,Loan Processor,2,10,6,10,2,2,5,2,9,10,8,1,2,7,2,36 to 50,Female,712.7
3766,Investment Banker,5,4,5,5,10,2,5,2,7,4,7,10,2,10,6,51 or more,Male,662
9348,Risk Analyst,2,10,1,2,4,10,0,1,7,10,9,0,2,5,8,21 to 35,Male,724.8
12183,Bank Teller,4,1,6,5,10,3,5,2,5,3,6,5,2,10,10,51 or more,Male,644.6
14952,Loan Processor,5,1,0,3,2,1,1,2,0,1,4,0,1,2,0,36 to 50,Female,529.9
11655,Business Analyst,1,1,7,5,4,3,0,1,6,9,8,0,2,5,0,36 to 50,Male,653
1029,Risk Analyst,1,2,8,3,1,3,2,1,1,1,6,0,1,4,1,36 to 50,Male,611.9
12865,Customer Service,5,8,6,10,10,4,5,1,5,6,7,2,2,10,6,21 to 35,Female,716.8
3191,Credit Analyst,4,1,7,6,10,3,2,1,6,10,8,10,1,1,3,21 to 35,Female,661.7
10866,Mortgage Consultant,3,6,0,4,6,3,1,1,3,6,7,0,2,3,1,36 to 50,Male,642
6154,Investment Banker,4,5,8,2,4,2,5,1,3,4,7,4,2,2,4,21 to 35,Male,645
13360,Business Analyst,0,2,2,0,3,0,0,1,1,1,8,0,1,5,0,21 to 35,Female,588.5
8605,Finance Analyst,4,4,4,8,3,7,2,2,2,2,6,0,1,0,4,51 or more,Female,601.9
3630,Customer Service,2,1,5,3,6,8,1,1,9,3,6,6,1,5,1,21 to 35,Female,644.6
15564,Human Resources,3,3,4,7,10,5,2,1,5,1,7,7,2,3,1,36 to 50,Female,649.5
3733,Mortgage Consultant,3,10,7,3,10,3,0,1,4,6,8,0,2,1,4,21 to 35,Male,688.1
8508,Human Resources,2,8,2,2,10,6,5,2,8,3,8,1,2,10,3,Less than 20,Female,687.5
9737,Customer Service,5,4,10,3,2,0,1,2,1,1,10,0,2,4,0,51 or more,Female,597.4
10419,Customer Service,5,3,2,6,3,3,0,1,4,2,10,0,2,1,2,Less than 20,Female,629.9
7155,Bank Teller,5,10,5,10,5,5,5,2,10,10,8,2,2,3,5,36 to 50,Female,687.2
14739,Investment Banker,1,8,6,8,3,3,5,1,5,4,6,0,2,10,8,51 or more,Female,736.6
1341,Bank Teller,2,7,7,7,5,7,3,1,6,8,8,4,1,8,1,21 to 35,Male,685.1
5520,Risk Analyst,3,10,10,5,10,10,5,1,8,10,8,0,2,10,2,36 to 50,Male,751.8
9942,Mortgage Consultant,4,6,9,10,8,6,5,1,9,8,8,0,2,10,7,51 or more,Female,744.6
15530,Human Resources,4,6,1,1,3,4,1,1,10,2,8,0,2,5,2,36 to 50,Female,643.1
10902,Credit Analyst,2,10,5,10,5,5,4,1,7,4,8,0,1,3,5,21 to 35,Female,689.4
8397,Loan Processor,3,10,6,9,10,5,1,1,6,10,8,0,1,5,1,36 to 50,Male,680.4
9027,Finance Analyst,3,10,6,9,10,5,1,1,6,10,8,0,1,5,1,36 to 50,Male,680.4
12721,Customer Service,1,3,1,0,3,1,1,1,10,7,8,0,1,1,0,21 to 35,Male,618.6
4035,Customer Service,3,10,5,3,6,3,5,1,8,10,6,0,2,8,1,21 to 35,Female,695.3
11819,Risk Analyst,5,0,1,1,8,0,0,1,1,3,6,6,2,1,0,36 to 50,Male,566.4
5487,Credit Analyst,5,0,1,1,8,0,0,1,1,3,6,6,2,1,0,36 to 50,Male,566.4
15276,Risk Analyst,2,8,10,10,10,5,3,2,8,7,9,3,2,4,6,51 or more,Female,715.7
12613,Loan Processor,2,2,6,5,2,4,0,1,8,2,7,0,1,2,5,21 to 35,Male,646.3
8440,Mortgage Consultant,3,2,3,8,3,5,2,1,4,5,8,2,2,1,3,36 to 50,Female,657.3
12723,Risk Analyst,3,1,6,3,6,4,1,1,5,4,7,0,2,8,0,36 to 50,Female,639.9
3767,Credit Analyst,4,6,8,2,6,5,2,2,10,2,8,0,2,10,6,51 or more,Female,683.9
10374,Human Resources,2,8,10,10,10,2,3,1,0,5,6,3,2,5,3,36 to 50,Male,685.8
3458,Human Resources,2,10,5,5,7,4,5,1,8,4,7,0,1,2,8,21 to 35,Female,675.6
7009,Finance Analyst,2,10,1,9,5,1,1,2,5,7,9,0,2,7,5,51 or more,Female,676.6
15785,Investment Banker,2,10,2,6,5,2,0,2,5,7,9,0,2,7,2,51 or more,Female,680
10574,Mortgage Consultant,3,10,4,3,4,5,1,2,3,1,6,5,2,5,0,21 to 35,Female,618.7
3122,Bank Teller,3,6,6,9,10,6,5,1,7,5,8,0,1,10,2,Less than 20,Female,703.2
13647,Business Analyst,5,10,6,10,10,3,2,2,10,7,7,10,2,5,1,51 or more,Female,674.5
3501,Investment Banker,2,6,5,6,5,6,2,1,5,7,9,3,2,9,5,21 to 35,Female,698.7
8086,Customer Service,5,10,4,10,10,8,5,2,5,4,8,10,1,10,1,36 to 50,Female,650.3
8508,Customer Service,5,5,4,10,10,4,0,1,3,10,7,5,2,4,1,21 to 35,Female,646.2
629,Business Analyst,4,9,8,7,10,3,1,2,7,6,8,3,2,10,1,36 to 50,Male,677.9
59,Human Resources,3,6,3,3,7,2,5,1,3,4,7,0,2,3,3,51 or more,Female,653.5
13070,Bank Teller,5,5,4,6,6,3,5,1,7,6,8,5,2,7,5,36 to 50,Female,679.6
648,Human Resources,2,10,8,10,10,6,5,1,10,10,7,0,2,5,4,36 to 50,Female,751.6
4052,Business Analyst,5,4,7,5,10,2,0,2,6,7,7,0,2,6,0,51 or more,Male,647.3
11661,Credit Analyst,4,6,3,7,10,0,3,1,8,5,8,8,2,5,1,21 to 35,Female,650.5
15359,Mortgage Consultant,2,10,8,4,10,10,5,1,7,4,7,0,2,10,2,21 to 35,Male,728.3
1036,Customer Service,3,0,1,0,10,0,0,1,10,10,8,0,2,0,4,21 to 35,Male,653.2
5325,Business Analyst,4,0,1,1,3,3,3,1,10,10,9,10,2,10,1,21 to 35,Female,626.2
6875,Bank Teller,0,2,7,4,10,1,5,1,8,3,8,0,2,5,0,51 or more,Female,673.9
786,Investment Banker,5,2,4,5,10,10,2,1,10,6,6,10,2,6,4,21 to 35,Male,696.2
1555,Loan Processor,3,1,2,2,5,3,0,2,2,1,8,0,1,2,1,21 to 35,Male,573.2
10950,Business Analyst,5,3,3,4,5,2,1,1,3,3,6,0,1,5,3,36 to 50,Female,610.6
7094,Credit Analyst,2,10,5,3,7,3,5,1,8,6,8,8,2,10,1,36 to 50,Female,696.6
14779,Credit Analyst,2,10,0,0,3,1,3,2,7,2,6,0,2,10,1,21 to 35,Male,635.9
5359,Bank Teller,2,10,5,6,3,10,0,1,6,10,7,0,1,7,1,21 to 35,Female,681.9
4223,Finance Analyst,3,8,3,3,4,5,1,1,4,3,7,2,2,4,2,21 to 35,Male,641.4
12021,Customer Service,2,1,8,10,10,10,5,2,10,10,6,10,2,10,6,21 to 35,Female,722.5
14529,Risk Analyst,3,10,10,6,10,2,5,2,7,4,7,5,2,10,2,51 or more,Male,689.2
